start_s,end_s,label
3106.2,3129.2,rally
3159.12,3161.16,rally
3174.92,3186.68,rally
3220.44,3234.44,rally
3268.12,3270.36,rally
3282.92,3304.36,rally
3337.32,3341.44,rally
3366.72,3382.28,rally
3520.56,3530.92,rally
3545.64,3547.96,rally
3552.32,3569.2,rally
3587.6,3594.44,rally
3617.88,3620.4,rally
3625.88,3680.4,rally
3728.52,3731.24,rally
3749.64,3754.48,rally
3810.68,3813.28,rally
3826.0,3846.72,rally
3883.32,3885.4,rally
3899.24,3902.84,rally
3930.0,3932.12,rally
3959.0,3963.84,rally
4079.88,4082.6,rally
4096.68,4104.0,rally
4120.24,4122.36,rally
4135.88,4137.96,rally
4143.44,4149.24,rally
4163.32,4165.88,rally
4209.04,4214.84,rally
4242.08,4244.44,rally
4258.4,4273.0,rally
4303.76,4307.08,rally
4318.44,4324.0,rally
4353.64,4355.92,rally
4370.0,4398.0,rally
4434.72,4445.12,rally
4563.2,4581.88,rally
4602.08,4603.84,rally
4609.08,4611.16,rally
4628.72,4631.12,rally
4636.44,4639.04,rally
4651.0,4658.96,rally
4675.4,4677.92,rally
4682.72,4700.84,rally
4723.8,4725.76,rally
4731.12,4752.44,rally
4785.72,4788.16,rally
4794.44,4818.88,rally
4873.56,4881.28,rally
4915.52,4918.68,rally
4930.76,4937.16,rally
4967.84,4969.64,rally
4986.08,4992.36,rally
5026.16,5045.16,rally
5082.24,5086.56,rally
5115.8,5120.2,rally
5135.4,5142.96,rally
5182.72,5185.28,rally
5201.96,5211.0,rally
5320.04,5328.36,rally
5364.0,5368.04,rally
5388.44,5414.04,rally
5455.0,5458.44,rally
5493.8,5498.72,rally
5524.2,5532.48,rally
5568.4,5570.6,rally
5587.28,5600.32,rally
5635.84,5647.76,rally
5680.76,5685.24,rally
5809.96,5812.16,rally
5817.28,5831.72,rally
5847.6,5850.2,rally
5855.4,5866.64,rally
5887.12,5891.8,rally
5906.72,5911.56,rally
5927.16,5932.52,rally
5973.4,5986.28,rally
6014.4,6016.88,rally
6033.12,6049.88,rally
6082.76,6084.88,rally
6100.24,6122.56,rally
6155.64,6163.8,rally
6198.12,6204.96,rally
6235.24,6237.32,rally
6253.08,6263.56,rally
6295.48,6297.6,rally
6315.12,6330.64,rally
6365.24,6367.08,rally
6382.2,6387.56,rally
6420.36,6431.48,rally
6467.52,6470.48,rally
6594.44,6597.32,rally
6602.04,6610.52,rally
6626.64,6629.12,rally
6633.96,6642.52,rally
6660.24,6662.84,rally
6668.08,6687.48,rally
6706.88,6708.84,rally
6714.12,6726.92,rally
6754.36,6756.56,rally
6773.2,6779.96,rally
6825.44,6840.84,rally
6874.84,6877.68,rally
6885.32,6897.0,rally
6922.84,6939.0,rally
6977.32,6989.8,rally
7021.8,7027.28,rally
7060.96,7074.0,rally
7151.48,7153.32,rally
7158.96,7168.36,rally
7207.28,7210.72,rally
7227.44,7234.16,rally
7268.32,7272.36,rally
7307.88,7333.48,rally
7375.96,7384.04,rally
7423.84,7440.48,rally
7624.68,7636.6,rally
7650.6,7655.72,rally
7672.32,7675.76,rally
7680.6,7691.24,rally
7710.2,7712.6,rally
7718.56,7735.2,rally
7767.4,7772.76,rally
7789.72,7795.76,rally
7814.28,7824.96,rally
7847.36,7853.28,rally
7873.24,7880.2,rally
7898.28,7900.44,rally
7905.64,7918.2,rally
7951.68,7956.08,rally
7979.0,7981.48,rally
7986.84,7990.0,rally
8013.52,8017.44,rally
8034.72,8037.4,rally
8042.6,8050.56,rally
8080.0,8083.8,rally
8100.8,8106.32,rally
8141.88,8143.6,rally
8224.12,8226.48,rally
8237.64,8261.04,rally
8293.08,8305.24,rally
8337.0,8342.04,rally
8368.48,8371.2,rally
8382.76,8389.32,rally
8419.08,8428.36,rally
8453.0,8473.56,rally
8507.92,8521.12,rally
8546.72,8549.28,rally
8570.48,8573.8,rally
8617.04,8619.08,rally
8634.04,8636.64,rally
8641.08,8664.6,rally
8694.2,8698.08,rally
8713.8,8715.92,rally
8885.12,8890.4,rally
8913.64,8932.08,rally
8967.92,8970.28,rally
8985.8,8991.6,rally
9016.24,9020.64,rally
9045.96,9051.4,rally
9075.8,9082.2,rally
9137.72,9145.92,rally
9171.44,9174.88,rally
9179.6,9191.68,rally
9209.52,9215.28,rally
9228.52,9230.84,rally
9361.6,9371.84,rally
9401.2,9413.44,rally
9442.0,9462.8,rally
9500.36,9509.76,rally
9538.04,9546.76,rally
9576.0,9578.48,rally
9590.04,9607.24,rally
9646.44,9655.6,rally
9684.68,9690.64,rally
9725.04,9752.44,rally
9788.08,9790.4,rally
9802.88,9834.8,rally
9895.0,9897.12,rally
9903.44,9908.96,rally
9943.56,9945.12,rally
9994.8,10001.08,rally
10025.76,10027.8,rally
10035.16,10054.2,rally
10084.84,10088.64,rally
10093.48,10103.4,rally
10123.64,10130.56,rally
10257.72,10260.44,rally
10271.48,10289.36,rally
10320.2,10327.92,rally
10356.76,10373.96,rally
10402.2,10405.6,rally
10430.88,10437.68,rally
10468.0,10470.08,rally
10476.8,10491.92,rally
10517.8,10525.68,rally
10548.76,10551.32,rally
10557.2,10562.76,rally
10583.72,10589.28,rally
10613.72,10616.92,rally
10622.6,10635.36,rally
10670.56,10677.92,rally
10822.2,10835.64,rally
10866.4,10871.4,rally
10900.08,10919.28,rally
10970.36,10975.28,rally
11029.2,11045.32,rally
11063.6,11070.8,rally
11086.16,11093.28,rally
11109.64,11111.76,rally
11117.48,11127.84,rally
11149.68,11151.76,rally
11171.6,11183.56,rally
11202.92,11206.44,rally
11285.4,11287.56,rally
11300.08,11323.64,rally
11357.12,11365.28,rally
11393.16,11397.56,rally
11417.08,11419.56,rally
11430.2,11432.6,rally
11461.88,11464.88,rally
11476.72,11488.36,rally
11521.92,11524.76,rally
11535.52,11546.12,rally
11578.16,11583.72,rally
11614.28,11616.2,rally
11629.0,11634.2,rally
11666.32,11668.64,rally
11680.24,11691.76,rally
11721.04,11729.88,rally
11761.6,11763.88,rally
11778.84,11788.96,rally
11825.88,11829.56,rally
11841.08,11860.32,rally
11896.04,11903.32,rally
11949.0,11954.32,rally
11969.76,11976.32,rally
11999.04,12006.28,rally
12024.16,12025.72,rally
12031.64,12040.56,rally
12059.68,12061.68,rally
12081.64,12084.92,rally
12090.56,12093.12,rally
12227.28,12229.44,rally
12242.44,12259.48,rally
12288.96,12297.12,rally
12328.96,12331.24,rally
12344.64,12356.64,rally
12387.04,12403.4,rally
12443.8,12446.16,rally
12462.12,12469.4,rally
12500.48,12502.4,rally
12515.92,12526.8,rally
12589.48,12598.12,rally
12645.8,12671.88,rally
12707.8,12715.64,rally
12737.08,12742.12,rally
12615.8,12622.52,rally
12785.04,12791.56,rally
12769.6,12772.36,rally
12820.36,12823.32,rally
12827.92,12836.68,rally
12863.16,12875.04,rally
12905.2,12911.16,rally
12936.24,12960.28,rally
12994.32,13001.2,rally
13025.64,13030.16,rally
13046.32,13048.2,rally
13054.68,13061.68,rally
13084.68,13092.92,rally
13124.48,13128.8,rally
13157.36,13160.36,rally
13166.72,13191.36,rally
13325.12,13327.48,rally
13341.68,13353.2,rally
13384.44,13386.48,rally
13399.04,13405.8,rally
13435.72,13446.88,rally
13479.4,13482.04,rally
13496.36,13500.92,rally
13530.36,13537.88,rally
13575.4,13577.92,rally
13591.4,13595.12,rally
13609.44,13611.84,rally
13617.04,13621.32,rally
13639.16,13641.64,rally
13646.64,13653.04,rally
13788.56,13793.88,rally
13819.44,13824.32,rally
13847.68,13860.96,rally
13896.72,13912.4,rally
13944.16,13946.6,rally
13958.64,13967.24,rally
13999.6,14006.0,rally
14034.32,14047.56,rally
14080.04,14082.36,rally
14120.12,14124.92,rally
14139.96,14145.92,rally
14161.76,14166.6,rally
14182.32,14189.48,rally
14210.2,14224.32,rally
14247.72,14255.12,rally
14272.64,14277.92,rally
14293.96,14296.32,rally
14301.12,14305.8,rally
14336.24,14341.48,rally
14361.36,14364.12,rally
14369.8,14374.16,rally
14501.36,14504.72,rally
14527.68,14530.36,rally
14542.72,14551.0,rally
14580.52,14585.64,rally
14612.84,14616.36,rally
14672.68,14674.96,rally
14680.0,14683.0,rally
14701.32,14711.16,rally
14728.64,14734.96,rally
14755.4,14756.96,rally
14773.76,14780.56,rally
14801.8,14807.28,rally
14825.28,14827.84,rally
14842.56,14854.52,rally
14873.44,14876.24,rally
14893.28,14898.44,rally
14977.16,14980.08,rally
15006.52,15008.84,rally
15021.68,15027.2,rally
15053.2,15057.04,rally
15079.92,15083.52,rally
15094.96,15101.08,rally
15129.44,15134.4,rally
15160.08,15162.08,rally
15174.92,15197.2,rally
15250.08,15259.76,rally
15277.84,15283.12,rally
15300.2,15302.12,rally
15307.32,15310.92,rally
15457.08,15459.24,rally
15475.24,15493.52,rally
15529.56,15535.2,rally
15562.04,15565.56,rally
15588.2,15592.12,rally
15629.36,15632.12,rally
15636.92,15647.84,rally
15665.4,15668.6,rally
15684.96,15687.24,rally
15703.12,15705.56,rally
15712.04,15718.28,rally
15736.24,15741.16,rally
15757.04,15761.56,rally
15780.32,15790.4,rally
15811.8,15814.48,rally
15819.8,15832.92,rally
15974.68,15977.12,rally
15990.88,16015.48,rally
16057.28,16060.36,rally
16091.44,16094.16,rally
16106.76,16115.2,rally
16147.04,16157.88,rally
16189.2,16195.6,rally
16227.0,16229.52,rally
16242.8,16273.48,rally
16323.12,16327.0,rally
16354.96,16361.0,rally
16394.12,16398.32,rally
16425.36,16438.4,rally
16474.96,16477.2,rally
16493.16,16501.88,rally
16535.6,16539.0,rally
16569.72,16574.8,rally
16603.52,16607.44,rally
16638.16,16663.44,rally
16698.28,16702.08,rally
16733.0,16734.96,rally
16747.44,16752.6,rally
16784.16,16793.4,rally
16836.96,16843.68,rally
16861.8,16871.56,rally
16888.92,16892.16,rally
16909.16,16911.48,rally
17036.92,17052.6,rally
17086.88,17089.52,rally
17102.12,17106.72,rally
17139.8,17147.16,rally
17178.0,17186.76,rally
17221.96,17224.88,rally
17248.68,17258.52,rally
17300.96,17303.72,rally
17316.68,17323.64,rally
17368.0,17382.84,rally
17405.12,17407.0,rally
17412.68,17419.12,rally
17437.8,17439.88,rally
17446.32,17456.28,rally
17473.72,17476.8,rally
17484.28,17487.68,rally
17506.64,17518.8,rally
17536.24,17538.52,rally
17544.0,17550.48,rally
17690.72,17695.88,rally
17723.44,17730.44,rally
17766.36,17774.36,rally
17806.12,17809.96,rally
17822.32,17825.6,rally
17858.16,17860.88,rally
17875.36,17890.92,rally
17942.56,17949.52,rally
17991.44,17997.04,rally
18015.76,18037.52,rally
18059.6,18061.6,rally
18077.76,18085.04,rally
18106.44,18108.6,rally
18113.84,18118.96,rally
18145.24,18152.6,rally
18171.4,18187.8,rally
18208.52,18212.36,rally
18230.68,18243.8,rally
18263.6,18270.08,rally
18395.8,18414.32,rally
18448.68,18452.6,rally
18483.44,18485.48,rally
18521.84,18530.12,rally
