start_s,end_s,label
6516.12,6520.08,rally
6543.38,6546.7,rally
6554.9,6568.0,rally
6598.82,6601.26,rally
6609.78,6621.78,rally
6666.76,6671.64,rally
6701.34,6704.16,rally
6712.92,6734.44,rally
6783.34,6787.8,rally
6843.96,6860.8,rally
6891.96,6899.14,rally
6929.9,6934.0,rally
6964.28,6969.46,rally
6989.92,6998.28,rally
7029.32,7037.72,rally
7071.82,7079.24,rally
7116.74,7132.82,rally
7172.18,7174.36,rally
7193.08,7198.04,rally
7228.98,7240.98,rally
7360.2,7362.04,rally
7370.44,7374.5,rally
7396.2,7417.28,rally
7451.26,7454.32,rally
7466.8,7472.94,rally
7498.16,7500.1,rally
7509.6,7514.58,rally
7545.06,7547.2,rally
7556.04,7558.3,rally
7592.5,7598.28,rally
7624.42,7626.66,rally
7656.76,7660.4,rally
7963.46,7965.78,rally
7978.1,7985.96,rally
8007.7,8010.9,rally
8019.3,8044.72,rally
8077.58,8085.86,rally
8110.42,8112.9,rally
8133.44,8138.32,rally
8166.54,8175.7,rally
8234.72,8239.52,rally
8262.88,8267.72,rally
8290.84,8296.34,rally
8326.0,8328.36,rally
8357.26,8360.42,rally
8368.48,8374.5,rally
8416.82,8419.82,rally
8429.86,8433.68,rally
8456.58,8461.1,rally
8477.74,8481.22,rally
8500.2,8502.34,rally
8511.94,8515.0,rally
8536.16,8538.34,rally
8548.3,8558.88,rally
8665.62,8667.46,rally
8689.06,8691.12,rally
8699.76,8708.34,rally
8735.46,8737.54,rally
8746.56,8757.54,rally
8791.44,8793.6,rally
8804.7,8816.16,rally
8850.36,8852.82,rally
8866.38,8868.88,rally
8895.68,8897.84,rally
8907.02,8923.48,rally
8965.74,8982.76,rally
9022.34,9024.74,rally
9059.5,9062.58,rally
9084.7,9087.1,rally
9100.58,9104.56,rally
9145.06,9149.3,rally
9164.34,9176.72,rally
9206.72,9210.6,rally
9234.92,9238.74,rally
9262.54,9272.6,rally
9301.2,9315.02,rally
9346.92,9350.56,rally
9388.86,9396.22,rally
9425.96,9428.34,rally
9443.12,9458.82,rally
9372.88,9375.4,rally
9491.08,9497.14,rally
9526.04,9530.66,rally
9625.84,9631.06,rally
9657.76,9660.6,rally
9683.7,9692.04,rally
9715.72,9720.58,rally
9760.36,9763.3,rally
9778.6,9781.28,rally
9791.02,9805.08,rally
9832.42,9843.44,rally
9868.7,9871.28,rally
9880.24,9886.2,rally
9914.12,9919.34,rally
10028.78,10031.82,rally
10039.68,10045.94,rally
10069.78,10075.68,rally
10096.3,10100.06,rally
10119.66,10121.84,rally
10130.56,10134.32,rally
10157.5,10159.92,rally
10168.54,10192.82,rally
10242.74,10248.72,rally
10276.68,10280.36,rally
10300.16,10302.52,rally
10312.8,10326.32,rally
10354.88,10357.68,rally
10369.68,10378.86,rally
10410.32,10427.8,rally
10466.24,10470.1,rally
10591.54,10593.78,rally
10601.76,10607.56,rally
10631.82,10643.44,rally
10687.04,10692.3,rally
10721.62,10724.32,rally
10731.98,10755.96,rally
10812.96,10815.36,rally
10823.68,10832.3,rally
10865.4,10868.4,rally
10903.24,10905.6,rally
10916.6,10929.5,rally
10968.46,10974.32,rally
11008.34,11010.58,rally
11019.62,11027.36,rally
11126.2,11135.18,rally
11166.98,11172.36,rally
11202.84,11205.06,rally
11214.5,11220.68,rally
11273.7,11279.14,rally
11302.42,11309.74,rally
11336.86,11339.62,rally
11358.22,11360.34,rally
11371.74,11382.66,rally
11416.74,11428.46,rally
11463.76,11470.96,rally
11500.9,11503.26,rally
11680.86,11682.92,rally
11705.4,11708.42,rally
11716.5,11721.92,rally
11746.8,11750.6,rally
11773.46,11776.62,rally
11784.36,11796.84,rally
11831.52,11836.66,rally
11865.48,11875.78,rally
11921.28,11936.48,rally
11980.52,11996.54,rally
12031.6,12047.3,rally
12086.44,12089.22,rally
12097.0,12102.72,rally
12128.74,12131.66,rally
12142.16,12149.34,rally
12186.54,12190.6,rally
12197.84,12206.8,rally
12270.38,12272.9,rally
12281.3,12284.56,rally
12312.5,12314.74,rally
12329.6,12334.88,rally
12354.12,12362.88,rally
12409.74,12412.62,rally
12420.0,12425.7,rally
