start_s,end_s,label
7054.147,7075.001,rally
7110.103,7121.047,rally
7178.638,7182.442,rally
7198.958,7218.778,rally
7246.706,7252.512,rally
7281.04,7283.543,rally
7307.7,7320.313,rally
7347.34,7349.108,rally
7387.213,7390.516,rally
7411.971,7414.507,rally
7422.448,7442.201,rally
7473.666,7476.97,rally
7484.043,7507.7,rally
7545.605,7548.041,rally
7555.882,7561.12,rally
7692.051,7694.587,rally
7708.568,7716.509,rally
7741.467,7745.137,rally
7757.316,7758.985,rally
7785.378,7789.148,rally
7801.627,7810.302,rally
7834.56,7838.264,rally
7858.751,7862.588,rally
7908.734,7912.738,rally
7931.791,7934.593,rally
7942.535,7950.109,rally
7977.136,7981.774,rally
8000.893,8002.194,rally
8011.871,8020.913,rally
8112.438,8119.712,rally
8136.428,8138.597,rally
8152.544,8168.894,rally
8197.923,8200.693,rally
8221.38,8224.149,rally
8237.096,8247.272,rally
8288.881,8291.717,rally
8305.13,8321.046,rally
8356.582,8358.817,rally
8375.234,8383.075,rally
8423.982,8432.324,rally
8456.648,8459.351,rally
8487.079,8490.115,rally
8497.656,8507.165,rally
8541.199,8543.769,rally
8551.343,8563.188,rally
8595.22,8598.356,rally
8605.23,8613.972,rally
8645.737,8649.474,rally
8665.757,8673.298,rally
8704.796,8708.2,rally
8738.697,8749.074,rally
8780.805,8783.241,rally
8808.933,8812.504,rally
8931.156,8936.995,rally
8952.277,8954.479,rally
8965.457,8974.432,rally
9001.759,9005.73,rally
9022.48,9025.283,rally
9035.827,9043.134,rally
9066.09,9069.36,rally
9105.897,9108.032,rally
9115.807,9122.447,rally
9148.94,9156.547,rally
9189.847,9191.949,rally
9227.885,9244.102,rally
9276.901,9279.337,rally
9287.078,9303.895,rally
9346.27,9349.907,rally
9356.514,9375.433,rally
